codigo_plano;ano_plano;modalidade;situacao;beneficiario;cnpj_beneficiario;uf;banco;agencia;conta;dv_agencia;dv_conta;parlamentar;ano_emenda;numero_emenda;codigo_emenda;area_politica;programa_orcamentario;valor_custeio;valor_investimento;natureza_juridica
09032025-075896;2025;Especial;IMPEDIDO;MUNICIPIO DE SAO SEBASTIAO DO TOCANTINS;00766733000131;TO;Banco do Brasil;1305;;6;;Eduardo Gomes;2025;202541860008;202541860008-EDUARDO GOMES;6-Segurança Pública / 181-Policiamento , 6-Segurança Pública / 182-Defesa Civil , 6-Segurança Pública / 183-Informação e Inteligência , 8-Assistência Social / 241-Assistência ao Idoso , 8-Assistência Social / 242-Assistência ao Portador de Deficiência , 8-Assistência Social / 243-Assistência à Criança e ao Adolescente , 8-Assistência Social / 244-Assistência Comunitária , 8-Assistência Social / 245-Serviços Socioassistenciais , 8-Assistência Social / 246-Segurança de Renda , 10-Saúde / 301-Atenção Básica , 10-Saúde / 302-Assistência Hospitalar e Ambulatorial , 10-Saúde / 303-Suporte Profilático e Terapêutico , 10-Saúde / 304-Vigilância Sanitária , 10-Saúde / 305-Vigilância Epidemiológica , 10-Saúde / 306-Alimentação e Nutrição , 11-Trabalho / 331-Proteção e Benefícios ao Trabalhador , 11-Trabalho / 332-Relações de Trabalho , 11-Trabalho / 333-Empregabilidade , 11-Trabalho / 334-Fomento ao Trabalho , 12-Educação / 361-Ensino Fundamental , 12-Educação / 362-Ensino Médio , 12-Educação / 363-Ensino Profissional , 12-Educação / 364-Ensino Superior , 12-Educação / 365-Educação Infantil , 12-Educação / 366-Educação de Jovens e Adultos , 12-Educação / 367-Educação Especial , 12-Educação / 368-Educação Básica , 13-Cultura / 391-Patrimônio Histórico, Artístico e Arqueológico , 13-Cultura / 392-Difusão Cultural , 14-Direitos da Cidadania / 421-Custódia e Reintegração Social , 14-Direitos da Cidadania / 422-Direitos Individuais, Coletivos e Difusos , 14-Direitos da Cidadania / 423-Assistência aos Povos Indígenas , 15-Urbanismo / 127-Ordenamento Territorial , 15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 15-Urbanismo / 453-Transportes Coletivos Urbanos , 16-Habitação / 481-Habitação Rural , 16-Habitação / 482-Habitação Urbana , 17-Saneamento / 511-Saneamento Básico Rural , 17-Saneamento / 512-Saneamento Básico Urbano , 18-Gestão Ambiental / 541-Preservação e Conservação Ambiental , 18-Gestão Ambiental / 542-Controle Ambiental , 18-Gestão Ambiental / 543-Recuperação de Áreas Degradadas , 18-Gestão Ambiental / 544-Recursos Hídricos , 18-Gestão Ambiental / 545-Meteorologia , 19-Ciência e Tecnologia / 571-Desenvolvimento Científico , 19-Ciência e Tecnologia / 572-Desenvolvimento Tecnológico e Engenharia , 19-Ciência e Tecnologia / 573-Difusão do Conhecimento Científico e Tecnológico , 20-Agricultura / 605-Abastecimento , 20-Agricultura / 606-Extensão Rural , 20-Agricultura / 607-Irrigação , 20-Agricultura / 608-Promoção da Produção Agropecuária , 20-Agricultura / 609-Defesa Agropecuária , 21-Organização Agrária / 631-Reforma Agrária , 21-Organização Agrária / 632-Colonização , 22-Indústria / 661-Promoção Industrial , 22-Indústria / 662-Produção Industrial , 22-Indústria / 663-Mineração , 22-Indústria / 664-Propriedade Industrial , 22-Indústria / 665-Normalização e Qualidade , 23-Comércio e Serviços / 691-Promoção Comercial , 23-Comércio e Serviços / 692-Comercialização , 23-Comércio e Serviços / 693-Comércio Exterior , 23-Comércio e Serviços / 694-Serviços Financeiros , 23-Comércio e Serviços / 695-Turismo , 25-Energia / 751-Conservação de Energia , 25-Energia / 752-Energia Elétrica , 25-Energia / 753-Combustíveis Minerais , 25-Energia / 754-Biocombustíveis , 26-Transporte / 781-Transporte Aéreo , 26-Transporte / 782-Transporte Rodoviário , 26-Transporte / 783-Transporte Ferroviário , 26-Transporte / 784-Transporte Hidroviário , 26-Transporte / 785-Transportes Especiais , 27-Desporto e Lazer / 811-Desporto de Rendimento , 27-Desporto e Lazer / 812-Desporto Comunitário , 27-Desporto e Lazer / 813-Lazer;Não informado;693000.0;0.0;Município
09032025-080854;2025;Especial;IMPEDIDO;MUNICIPIO DE TAGUATINGA;02306900000197;TO;Caixa Econômica Federal;3738;;9;;Ricardo Ayres;2025;202544590002;202544590002-RICARDO AYRES;23-Comércio e Serviços / 695-Turismo;Não informado;0.0;792000.0;Município
09032025-084397;2025;Especial;IMPEDIDO;MUNICIPIO DE TAIPAS DO TOCANTINS;33261694000170;TO;Banco do Brasil;1307;;2;;Professora Dorinha Seabra;2025;202542750006;202542750006-PROFESSORA DORINHA SEABRA;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;396000.0;Município
09032025-080856;2025;Especial;IMPEDIDO;MUNICIPIO DE TAIPAS DO TOCANTINS;33261694000170;TO;Banco do Brasil;1307;;2;;Ricardo Ayres;2025;202544590002;202544590002-RICARDO AYRES;10-Saúde / 301-Atenção Básica;Não informado;0.0;396000.0;Município
09032025-084362;2025;Especial;IMPEDIDO;MUNICIPIO DE TUPIRAMA;01613619000134;TO;Banco do Brasil;1595;;4;;Professora Dorinha Seabra;2025;202542750006;202542750006-PROFESSORA DORINHA SEABRA;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;396000.0;Município
09032025-076393;2025;Especial;IMPEDIDO;MUNICIPIO DE WANDERLANDIA;00001636000158;TO;Banco do Brasil;638;;6;;Antonio Andrade;2025;202543050005;202543050005-ANTONIO ANDRADE;18-Gestão Ambiental / 541-Preservação e Conservação Ambiental , 18-Gestão Ambiental / 542-Controle Ambiental;Não informado;495000.0;0.0;Município
09032025-2-088298;2025;Especial;CIENTE;MUNICIPIO DE ALIANCA DO TOCANTINS;25042219000184;TO;Banco do Brasil;794;83104;3;2;Professora Dorinha Seabra;2025;202542750006;202542750006-PROFESSORA DORINHA SEABRA;8-Assistência Social / 245-Serviços Socioassistenciais;Não informado;0.0;396000.0;Não encontrado
09032025-2-085823;2025;Especial;CIENTE;MUNICIPIO DE PAU D:ARCO;25063991000182;TO;Banco do Brasil;3974;19055;8;1;Antonio Andrade;2025;202543050005;202543050005-ANTONIO ANDRADE;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;399370.95;0.0;Município
09032025-2-088431;2025;Especial;IMPEDIDO_REJEICAO_PLANO_TRABALHO;MUNICIPIO DE ARAGUAINA;01830793000139;TO;Caixa Econômica Federal;610;;6;;Filipe Martins;2025;202543750002;202543750002-FILIPE MARTINS;23-Comércio e Serviços / 695-Turismo;Não informado;0.0;247500.0;Não encontrado
09032025-2-087891;2025;Especial;CIENTE;MUNICIPIO DE FATIMA;00114801000188;TO;Caixa Econômica Federal;1829;573551403;5;9;Vicentinho Júnior;2025;202537750008;202537750008-VICENTINHO JÚNIOR;16-Habitação / 482-Habitação Urbana;Não informado;0.0;495000.0;Não encontrado
09032025-2-086580;2025;Especial;CIENTE;MUNICIPIO DE FATIMA;00114801000188;TO;Caixa Econômica Federal;1829;573269497;5;4;Carlos Henrique Gaguim;2025;202530680010;202530680010-CARLOS HENRIQUE GAGUIM;8-Assistência Social / 245-Serviços Socioassistenciais;Não informado;198000.0;0.0;Não encontrado
09032026-090391;2026;Especial;CIENTE;MUNICIPIO DE CHAPADA DA NATIVIDADE;01613086000190;TO;Caixa Econômica Federal;1829;569650758;5;8;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;398000.0;Município
09032026-090392;2026;Especial;CIENTE;MUNICIPIO DE SANTA RITA DO TOCANTINS;01613127000149;TO;Banco do Brasil;804;69437;4;1;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;8-Assistência Social / 243-Assistência à Criança e ao Adolescente , 8-Assistência Social / 244-Assistência Comunitária , 8-Assistência Social / 245-Serviços Socioassistenciais;Não informado;199000.0;0.0;Não encontrado
09032026-090390;2026;Especial;CIENTE;MUNICIPIO DE CHAPADA DE AREIA;01625984000169;TO;Caixa Econômica Federal;1141;569879331;0;6;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;398000.0;Município
09032026-090394;2026;Especial;CIENTE;MUNICIPIO DE SAO MIGUEL DO TOCANTINS;25064007000106;TO;Banco do Brasil;8321;6480;6;7;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;398000.0;Município
09032026-090393;2026;Especial;CIENTE;MUNICIPIO DE TUPIRAMA;01613619000134;TO;Banco do Brasil;1595;38662;4;6;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;398000.0;Município
09032026-090395;2026;Especial;CIENTE;MUNICIPIO DE CENTENARIO;37420676000144;TO;Banco do Brasil;2094;44805;X;2;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;398000.0;Município
09032026-090399;2026;Especial;CIENTE;MUNICIPIO DE COUTO DE MAGALHAES;02133098000180;TO;Banco do Brasil;1306;32436;4;1;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;23-Comércio e Serviços / 695-Turismo;Não informado;0.0;646750.0;Município
09032025-2-086721;2025;Especial;CIENTE;MUNICIPIO DE NOVA OLINDA;00001602000163;TO;Banco do Brasil;1959;9607;3;5;Lázaro Botelho;2025;202524290005;202524290005-LÁZARO BOTELHO;23-Comércio e Serviços / 695-Turismo;Não informado;495000.0;0.0;Município
09032026-090397;2026;Especial;AGUARDANDO_CONCLUSAO_PLANO_TRABALHO;MUNICIPIO DE BABACULANDIA;02401248000190;TO;Banco do Brasil;638;;6;;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;20-Agricultura / 608-Promoção da Produção Agropecuária;Não informado;0.0;696500.0;Município
09032025-2-087494;2025;Especial;CIENTE;MUNICIPIO DE DIVINOPOLIS DO TOCANTINS;24851461000136;TO;Banco do Brasil;3812;19173;1;6;Alexandre Guimarães;2025;202542940004;202542940004-ALEXANDRE GUIMARÃES;20-Agricultura / 608-Promoção da Produção Agropecuária;Não informado;0.0;749952.72;Município
09032026-090400;2026;Especial;CIENTE;MUNICIPIO DE ALIANCA DO TOCANTINS;25042219000184;TO;Banco do Brasil;3972;15640;1;X;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;398000.0;Não encontrado
09032026-090396;2026;Especial;CIENTE;MUNICIPIO DE SANTA MARIA DO TOCANTINS;37421039000192;TO;Banco do Brasil;1595;38714;4;2;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;8-Assistência Social / 245-Serviços Socioassistenciais;Não informado;199000.0;0.0;Não encontrado
09032026-090398;2026;Especial;CIENTE;MUNICIPIO DE CONCEICAO DO TOCANTINS;01067149000150;TO;Banco do Brasil;541;24038;X;9;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;398000.0;Município
09032025-2-088308;2025;Especial;CIENTE;MUNICIPIO DE NOVO ALEGRE;33266248000158;TO;Banco do Brasil;3977;17138;2;7;Professora Dorinha Seabra;2025;202542750006;202542750006-PROFESSORA DORINHA SEABRA;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;396000.0;Município
09032025-2-088415;2025;Especial;CIENTE;MUNICIPIO DE SANTA MARIA DO TOCANTINS;37421039000192;TO;Banco do Brasil;1595;38117;4;9;Filipe Martins;2025;202543750002;202543750002-FILIPE MARTINS;8-Assistência Social / 244-Assistência Comunitária , 8-Assistência Social / 245-Serviços Socioassistenciais;Não informado;0.0;297000.0;Não encontrado
09032025-2-086625;2025;Especial;CIENTE;MUNICIPIO DE PALMAS;24851511000185;TO;Caixa Econômica Federal;3458;573395283;4;7;Irajá;2025;202540960005;202540960005-IRAJÁ;23-Comércio e Serviços / 695-Turismo;Não informado;297000.0;0.0;Município
09032025-2-088422;2025;Especial;IMPEDIDO_REJEICAO_PLANO_TRABALHO;MUNICIPIO DE XAMBIOA;02087211000139;TO;Banco do Brasil;3773;;7;;Filipe Martins;2025;202543750002;202543750002-FILIPE MARTINS;23-Comércio e Serviços / 695-Turismo;Não informado;0.0;247500.0;Município
09032026-090401;2026;Especial;CIENTE;MUNICIPIO DE MIRANORTE;02070720000159;TO;Banco do Brasil;4560;19881;8;1;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;398000.0;Município
09032026-090402;2026;Especial;CIENTE;MUNICIPIO DE NOVO ACORDO;01067933000169;TO;Banco do Brasil;1505;68923;9;8;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;8-Assistência Social / 243-Assistência à Criança e ao Adolescente , 8-Assistência Social / 244-Assistência Comunitária , 8-Assistência Social / 245-Serviços Socioassistenciais;Não informado;199000.0;0.0;Município
09032026-090403;2026;Especial;CIENTE;MUNICIPIO DE NOVO ACORDO;01067933000169;TO;Banco do Brasil;1505;68901;9;7;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;497500.0;Município
09032026-090404;2026;Especial;CIENTE;MUNICIPIO DE PARAISO DO TOCANTINS;00299180000154;TO;Banco do Brasil;804;69201;4;8;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;398000.0;Município
09032026-090414;2026;Especial;CIENTE;MUNICIPIO DE ARAGUATINS;01237403000111;TO;Caixa Econômica Federal;2812;569528755;6;0;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;398000.0;Município
09032026-090413;2026;Especial;CIENTE;MUNICIPIO DE RECURSOLANDIA;37421146000110;TO;Caixa Econômica Federal;1737;569446541;0;1;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;15-Urbanismo / 244-Assistência Comunitária , 20-Agricultura / 605-Abastecimento;Não informado;0.0;398000.0;Município
09032026-090409;2026;Especial;CIENTE;MUNICIPIO DE APARECIDA DO RIO NEGRO;25086638000118;TO;Banco do Brasil;1867;93348;8;1;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;8-Assistência Social / 245-Serviços Socioassistenciais;Não informado;199000.0;0.0;Município
09032026-090411;2026;Especial;CIENTE;MUNICIPIO DE BRASILANDIA DO TOCANTINS;37420718000147;TO;Banco do Brasil;911;51506;3;X;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;23-Comércio e Serviços / 695-Turismo;Não informado;0.0;696500.0;Município
09032025-2-087491;2025;Especial;CIENTE;MUNICIPIO DE SANTA RITA DO TOCANTINS;01613127000149;TO;Banco do Brasil;3972;15425;1;3;Alexandre Guimarães;2025;202542940004;202542940004-ALEXANDRE GUIMARÃES;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;749952.72;Não encontrado
09032025-2-087037;2025;Especial;CIENTE;MUNICIPIO DE RIACHINHO;25063926000157;TO;Banco do Brasil;3973;25349;X;9;Eduardo Gomes;2025;202541860008;202541860008-EDUARDO GOMES;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;396000.0;Município
09032026-090412;2026;Especial;CIENTE;MUNICIPIO DE BOM JESUS DO TOCANTINS;37420775000126;TO;Caixa Econômica Federal;1737;569372313;0;1;Ricardo Ayres;2026;202644590003;202644590003-RICARDO AYRES;8-Assistência Social / 245-Serviços Socioassistenciais;Não informado;298500.0;0.0;Município
