codigo_plano;situacao;data_inicio;data_fim;ente_recebedor;municipio;uf;cnpj_recebedor;fundo_repassador;orgao_repassador;sigla_orgao;fundo_recebedor;valor_emenda;valor_especifico;valor_voluntario;valor_total_repasse;valor_total_plano;saldo_disponivel;natureza_juridica
00905320240003-021471;AUTORIZADO;2025-01-01;2026-12-31;SECRETARIA DA SEGURANCA PUBLICA - S.S.P.;PALMAS;TO;25053109000118;FUNDO NACIONAL DE SEGURANCA PUBLICA;Secretaria Nacional de Segurança Pública;SENASP;FUNDO DE SEGURANCA PUBLICA DO ESTADO DO TOCANTINS - FUSPTO;0.0;4114310.8;0.0;4114310.8;4114310.8;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00905320250002-021745;AUTORIZADO;2025-04-25;2027-12-31;SECRETARIA DA SEGURANCA PUBLICA - S.S.P.;PALMAS;TO;25053109000118;FUNDO NACIONAL DE SEGURANCA PUBLICA;Secretaria Nacional de Segurança Pública;SENASP;FUNDO DE SEGURANCA PUBLICA DO ESTADO DO TOCANTINS - FUSPTO;0.0;4237380.5;0.0;4237380.5;4237380.5;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00905320250001-021748;AUTORIZADO;2025-04-25;2027-12-31;SECRETARIA DA SEGURANCA PUBLICA - S.S.P.;PALMAS;TO;25053109000118;FUNDO NACIONAL DE SEGURANCA PUBLICA;Secretaria Nacional de Segurança Pública;SENASP;FUNDO DE SEGURANCA PUBLICA DO ESTADO DO TOCANTINS - FUSPTO;0.0;33899043.54;0.0;33899043.54;33899043.54;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00905320230004-014680;AUTORIZADO;2023-08-09;2026-12-31;SECRETARIA DA SEGURANCA PUBLICA - S.S.P.;PALMAS;TO;25053109000118;FUNDO NACIONAL DE SEGURANCA PUBLICA;Secretaria Nacional de Segurança Pública;SENASP;FUNDO DE SEGURANCA PUBLICA DO ESTADO DO TOCANTINS - FUSPTO;0.0;31017531.42;0.0;31017531.42;31017531.42;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00905320240002-021470;AUTORIZADO;2025-01-01;2026-12-31;SECRETARIA DA SEGURANCA PUBLICA - S.S.P.;PALMAS;TO;25053109000118;FUNDO NACIONAL DE SEGURANCA PUBLICA;Secretaria Nacional de Segurança Pública;SENASP;FUNDO DE SEGURANCA PUBLICA DO ESTADO DO TOCANTINS - FUSPTO;0.0;32914486.44;0.0;32914486.44;32914486.44;3.725290298461914e-09;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00905320210002-006997;AUTORIZADO;2022-01-01;2026-12-31;SECRETARIA DA SEGURANCA PUBLICA - S.S.P.;PALMAS;TO;25053109000118;FUNDO NACIONAL DE SEGURANCA PUBLICA;Secretaria Nacional de Segurança Pública;SENASP;FUNDO DE SEGURANCA PUBLICA DO ESTADO DO TOCANTINS - FUSPTO;0.0;5476177.66;0.0;5476177.66;5476177.66;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00905320230002-014686;AUTORIZADO;2023-08-09;2026-12-31;SECRETARIA DA SEGURANCA PUBLICA - S.S.P.;PALMAS;TO;25053109000118;FUNDO NACIONAL DE SEGURANCA PUBLICA;Secretaria Nacional de Segurança Pública;SENASP;FUNDO DE SEGURANCA PUBLICA DO ESTADO DO TOCANTINS - FUSPTO;0.0;3533470.67;0.0;3533470.67;3533470.67;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00905320260001-028534;ENVIADO_ANALISE;2026-04-14;2028-12-31;SECRETARIA DA SEGURANCA PUBLICA - S.S.P.;PALMAS;TO;25053109000118;FUNDO NACIONAL DE SEGURANCA PUBLICA;Secretaria Nacional de Segurança Pública;SENASP;FUNDO DE SEGURANCA PUBLICA DO ESTADO DO TOCANTINS - FUSPTO;0.0;30343841.44;0.0;30343841.44;30343841.44;3.725290298461914e-09;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00905320230001-008271;AUTORIZADO;2023-07-01;2025-12-31;SECRETARIA DA SEGURANCA PUBLICA - S.S.P.;PALMAS;TO;25053109000118;FUNDO NACIONAL DE SEGURANCA PUBLICA;Secretaria Nacional de Segurança Pública;SENASP;FUNDO DE SEGURANCA PUBLICA DO ESTADO DO TOCANTINS - FUSPTO;0.0;3000000.0;0.0;3000000.0;3508791.07;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
08969020200001-000023;AUTORIZADO;2021-01-01;2026-12-31;SECRETARIA DE CIDADANIA E JUSTICA;PALMAS;TO;05553216000106;FUNDO PENITENCIARIO NACIONAL - FUNPEN;Diretoria de Políticas Penitenciárias;DIRPP;FUNDO PENITENCIARIO ESTADUAL - FUNPES;0.0;0.0;0.0;0.0;905142.38;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
08969020220001-008059;AUTORIZADO;2023-01-01;2026-12-31;SECRETARIA DE CIDADANIA E JUSTICA;PALMAS;TO;05553216000106;FUNDO PENITENCIARIO NACIONAL - FUNPEN;Diretoria de Políticas Penitenciárias;DIRPP;FUNDO PENITENCIARIO ESTADUAL - FUNPES;0.0;0.0;0.0;0.0;2181631.55;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
08969020250002-028468;ENVIADO_ANALISE;2026-01-01;2028-12-31;SECRETARIA DE CIDADANIA E JUSTICA;PALMAS;TO;05553216000106;FUNDO PENITENCIARIO NACIONAL - FUNPEN;Diretoria de Políticas Penitenciárias;DIRPP;FUNDO PENITENCIARIO ESTADUAL - FUNPES;0.0;1962415.1;0.0;1962415.1;1962415.1;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
08969020230002-014849;AUTORIZADO;2023-10-04;2026-12-31;SECRETARIA DE CIDADANIA E JUSTICA;PALMAS;TO;05553216000106;FUNDO PENITENCIARIO NACIONAL - FUNPEN;Diretoria de Políticas Penitenciárias;DIRPP;FUNDO PENITENCIARIO ESTADUAL - FUNPES;0.0;2306147.63;0.0;2306147.63;2574529.42;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
08969020200001-000024;ENVIADO_ANALISE;2021-01-01;2021-01-31;SECRETARIA DE CIDADANIA E JUSTICA;PALMAS;TO;05553216000106;FUNDO PENITENCIARIO NACIONAL - FUNPEN;Diretoria de Políticas Penitenciárias;DIRPP;FUNDO PENITENCIARIO ESTADUAL - FUNPES;0.0;0.0;0.0;0.0;1068068.01;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
08969020240001-021662;ANALISE_CONCLUIDA;2025-01-01;2027-12-31;SECRETARIA DE CIDADANIA E JUSTICA;PALMAS;TO;05553216000106;FUNDO PENITENCIARIO NACIONAL - FUNPEN;Diretoria de Políticas Penitenciárias;DIRPP;FUNDO PENITENCIARIO ESTADUAL - FUNPES;0.0;1042985.36;0.0;1042985.36;1042985.36;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
08969020250001-028425;ADITIVACAO_ENVIADA_PARA_ANALISE;2026-01-01;2028-12-31;SECRETARIA DE CIDADANIA E JUSTICA;PALMAS;TO;05553216000106;FUNDO PENITENCIARIO NACIONAL - FUNPEN;Diretoria de Políticas Penitenciárias;DIRPP;FUNDO PENITENCIARIO ESTADUAL - FUNPES;0.0;8233649.02;0.0;8233649.02;8233649.02;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
08969020230029-016830;AUTORIZADO;2024-01-01;2025-12-31;SECRETARIA DE CIDADANIA E JUSTICA;PALMAS;TO;05553216000106;FUNDO PENITENCIARIO NACIONAL - FUNPEN;Diretoria de Políticas Penitenciárias;DIRPP;FUNDO PENITENCIARIO ESTADUAL - FUNPES;0.0;1007493.25;0.0;1007493.25;1008500.23;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
08969020210001-006857;AUTORIZADO;2022-01-01;2026-12-31;SECRETARIA DE CIDADANIA E JUSTICA;PALMAS;TO;05553216000106;FUNDO PENITENCIARIO NACIONAL - FUNPEN;Diretoria de Políticas Penitenciárias;DIRPP;FUNDO PENITENCIARIO ESTADUAL - FUNPES;0.0;0.0;0.0;0.0;2710661.34;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
08969020210001-006819;EM_ELABORACAO;2021-01-01;2021-12-31;SECRETARIA DE CIDADANIA E JUSTICA;PALMAS;TO;05553216000106;FUNDO PENITENCIARIO NACIONAL - FUNPEN;Diretoria de Políticas Penitenciárias;DIRPP;FUNDO PENITENCIARIO ESTADUAL - FUNPES;0.0;0.0;0.0;0.0;1306416.03;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00220820250002-028404;AUTORIZADO;2025-01-02;2026-12-31;SECRETARIA DO TRABALHO E DESENVOLVIMENTO SOCIAL;PALMAS;TO;00930799000115;FUNDO DE AMPARO AO TRABALHADOR;Secretaria de Políticas Públicas de Emprego ;SPPE;FUNDO ESTADUAL DO TRABALHO - FET/TO;300000.0;0.0;0.0;300000.0;306000.0;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00220820260004-028571;ENVIADO_ANALISE;2026-01-01;2028-12-31;MUNICIPIO DE PALMAS;PALMAS;TO;24851511002200;FUNDO DE AMPARO AO TRABALHADOR;Secretaria de Políticas Públicas de Emprego ;SPPE;FUNDO MUNICIPAL DO TRABALHO DE PALMAS (ET-PALMAS);0.0;373235.92;0.0;373235.92;380700.64;0.0;Município
00220820230003-008067;AUTORIZADO;2023-01-01;2023-12-31;SECRETARIA DO TRABALHO E DESENVOLVIMENTO SOCIAL;PALMAS;TO;00930799000115;FUNDO DE AMPARO AO TRABALHADOR;Secretaria de Políticas Públicas de Emprego ;SPPE;FUNDO ESTADUAL DO TRABALHO - FET/TO;756244.0;0.0;0.0;756244.0;776244.0;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00220820230007-014567;AUTORIZADO;2023-01-01;2023-12-31;SECRETARIA DO TRABALHO E DESENVOLVIMENTO SOCIAL;PALMAS;TO;00930799000115;FUNDO DE AMPARO AO TRABALHADOR;Secretaria de Políticas Públicas de Emprego ;SPPE;FUNDO ESTADUAL DO TRABALHO - FET/TO;0.0;275545.42;0.0;275545.42;312545.42;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00220820220004-006964;AUTORIZADO;2022-01-01;2022-12-31;SECRETARIA DO TRABALHO E DESENVOLVIMENTO SOCIAL;PALMAS;TO;00930799000115;FUNDO DE AMPARO AO TRABALHADOR;Secretaria de Políticas Públicas de Emprego ;SPPE;FUNDO ESTADUAL DO TRABALHO - FET/TO;0.0;182574.76;0.0;182574.76;212574.76;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00220820230008-014762;REJEITADO;2023-01-01;2023-12-31;SECRETARIA DO TRABALHO E DESENVOLVIMENTO SOCIAL;PALMAS;TO;00930799000115;FUNDO DE AMPARO AO TRABALHADOR;Secretaria de Políticas Públicas de Emprego ;SPPE;FUNDO ESTADUAL DO TRABALHO - FET/TO;0.0;293824.21;0.0;293824.21;305824.21;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00220820240006-021587;AUTORIZADO;2025-12-31;2027-12-31;SECRETARIA DO TRABALHO E DESENVOLVIMENTO SOCIAL;PALMAS;TO;00930799000115;FUNDO DE AMPARO AO TRABALHADOR;Secretaria de Políticas Públicas de Emprego ;SPPE;FUNDO ESTADUAL DO TRABALHO - FET/TO;0.0;86792.45;0.0;86792.45;176626.55;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00220820240004-021566;ADITIVACAO_ENVIADA_PARA_ANALISE;2024-01-01;2027-12-31;SECRETARIA DO TRABALHO E DESENVOLVIMENTO SOCIAL;PALMAS;TO;00930799000115;FUNDO DE AMPARO AO TRABALHADOR;Secretaria de Políticas Públicas de Emprego ;SPPE;FUNDO ESTADUAL DO TRABALHO - FET/TO;0.0;1414983.66;0.0;1414983.66;3217894.2;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00220820240005-021602;REJEITADO;2024-01-01;2025-12-31;SECRETARIA DO TRABALHO E DESENVOLVIMENTO SOCIAL;PALMAS;TO;00930799000115;FUNDO DE AMPARO AO TRABALHADOR;Secretaria de Políticas Públicas de Emprego ;SPPE;FUNDO ESTADUAL DO TRABALHO - FET/TO;0.0;193285.77;0.0;193285.77;223285.77;2.9103830456733704e-11;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00220820230013-016041;AUTORIZADO;2023-01-01;2023-12-31;SECRETARIA DO TRABALHO E DESENVOLVIMENTO SOCIAL;PALMAS;TO;00930799000115;FUNDO DE AMPARO AO TRABALHADOR;Secretaria de Políticas Públicas de Emprego ;SPPE;FUNDO ESTADUAL DO TRABALHO - FET/TO;0.0;555003.0;0.0;555003.0;566103.06;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00220820230014-020510;AUTORIZADO;2023-12-22;2025-06-21;SECRETARIA DO TRABALHO E DESENVOLVIMENTO SOCIAL;PALMAS;TO;00930799000115;FUNDO DE AMPARO AO TRABALHADOR;Secretaria de Políticas Públicas de Emprego ;SPPE;FUNDO ESTADUAL DO TRABALHO - FET/TO;0.0;81632.65;0.0;81632.65;83266.31;50.00999999999476;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00220820230011-015225;AUTORIZADO;2023-01-01;2023-12-31;SECRETARIA DO TRABALHO E DESENVOLVIMENTO SOCIAL;PALMAS;TO;00930799000115;FUNDO DE AMPARO AO TRABALHADOR;Secretaria de Políticas Públicas de Emprego ;SPPE;FUNDO ESTADUAL DO TRABALHO - FET/TO;300000.0;0.0;0.0;300000.0;306000.0;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
00220820230009-014834;AUTORIZADO;2023-01-01;2023-12-31;SECRETARIA DO TRABALHO E DESENVOLVIMENTO SOCIAL;PALMAS;TO;00930799000115;FUNDO DE AMPARO AO TRABALHADOR;Secretaria de Políticas Públicas de Emprego ;SPPE;FUNDO ESTADUAL DO TRABALHO - FET/TO;0.0;728397.0;0.0;728397.0;743397.0;0.0;Órgão Público do Poder Executivo Estadual ou do Distrito Federal
07208420200002-001353;AUTORIZADO;2020-08-24;2020-12-31;MUNICIPIO DE SAMPAIO;SAMPAIO;TO;25086828000135;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;46923.7;0.0;46923.7;46923.7;0.0;Município
07208420200002-001622;AUTORIZADO;2020-09-26;2020-12-31;MUNICIPIO DE PARAISO DO TOCANTINS;PARAÍSO DO TOCANTINS;TO;00299180000154;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;SECRETARIA MUNICIPAL DE EDUCACAO E JUVENTUDE;0.0;366048.5;0.0;366048.5;366048.5;0.0;Município
07208420200003-004755;AUTORIZADO;2020-10-17;2020-12-31;ESTADO DO TOCANTINS;PALMAS;TO;01786029000103;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO CULTURAL DO TOCANTINS;0.0;1.0;0.0;1.0;1.0;0.0;Estado ou Distrito Federal
07208420200001-000075;AUTORIZADO;2020-09-11;2020-12-31;ESTADO DO TOCANTINS;PALMAS;TO;01786029000103;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO CULTURAL DO TOCANTINS;0.0;18698667.8;0.0;18698667.8;18698667.8;0.0;Estado ou Distrito Federal
07208420210001-006381;AUTORIZADO;2021-08-02;2021-12-31;MUNICIPIO DE SANTA FE DO ARAGUAIA;SANTA FÉ DO ARAGUAIA;TO;25063918000100;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;62915.13;0.0;62915.13;62915.13;0.0;Município
07208420200002-005012;AUTORIZADO;2020-10-08;2020-12-31;MUNICIPIO DE SANTA MARIA DO TOCANTINS;SANTA MARIA DO TOCANTINS;TO;37421039000192;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;39633.29;0.0;39633.29;39633.29;0.0;Município
07208420200002-000998;AUTORIZADO;2020-09-15;2020-12-30;MUNICIPIO DE PALMAS;PALMAS;TO;24851511000185;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO MUNICIPAL DE APOIO A CULTURA;0.0;2430369.6;0.0;2430369.6;2430369.6;0.0;Município
07208420200002-002345;AUTORIZADO;2020-09-28;2020-12-20;MUNICIPIO DE GOIATINS;GOIATINS;TO;01832476000151;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO MUNICIPAL DE EDUCACAO DE GOIATINS;0.0;101033.02;0.0;101033.02;101033.02;1.4551915228366852e-11;Município
07208420200002-002340;EM_ELABORACAO;2020-09-28;2020-12-20;MUNICIPIO DE GOIATINS;GOIATINS;TO;01832476000151;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO MUNICIPAL DE EDUCACAO DE GOIATINS;0.0;101033.02;0.0;101033.02;101033.02;0.0;Município
07208420200002-000382;AUTORIZADO;2020-08-10;2020-12-31;MUNICIPIO DE SANTA RITA DO TOCANTINS;SANTA RITA DO TOCANTINS;TO;01613127000149;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;33530.0;0.0;33530.0;33530.0;0.0;Município
07208420210001-006563;AUTORIZADO;2021-02-02;2021-12-31;MUNICIPIO DE SANTA TEREZA DO TOCANTINS;SANTA TEREZA DO TOCANTINS;TO;25086844000128;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;0.0;0.0;0.0;36390.39;0.0;Município
07208420200002-001140;EM_ELABORACAO;2020-08-20;2020-12-31;MUNICIPIO DE LAJEADO;LAJEADO;TO;37420650000104;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO MUNICIPAL DE EDUCACAO FME;0.0;37920.22;0.0;37920.22;37920.22;0.0;Município
07208420200002-001944;EM_ELABORACAO;2020-08-31;2020-12-31;MUNICIPIO DE LAJEADO;LAJEADO;TO;37420650000104;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO MUNICIPAL DE EDUCACAO FME;0.0;37920.22;0.0;37920.22;37920.22;0.0;Município
07208420200002-001222;EM_ELABORACAO;2020-08-21;2020-12-31;MUNICIPIO DE LAJEADO;LAJEADO;TO;37420650000104;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO MUNICIPAL DE EDUCACAO FME;0.0;37920.22;0.0;37920.22;37920.22;0.0;Município
07208420200002-001138;EM_ELABORACAO;2020-08-20;2020-12-31;MUNICIPIO DE LAJEADO;LAJEADO;TO;37420650000104;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO MUNICIPAL DE EDUCACAO FME;0.0;37920.22;0.0;37920.22;37920.22;0.0;Município
07208420200002-002679;AUTORIZADO;2020-09-04;2020-12-31;MUNICIPIO DE SAO BENTO DO TOCANTINS;SÃO BENTO DO TOCANTINS;TO;25063983000136;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;50423.46;0.0;50423.46;50423.46;0.0;Município
07208420200002-001857;AUTORIZADO;2020-07-27;2020-12-31;MUNICIPIO DE ITACAJA;ITACAJÁ;TO;02411726000142;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;62464.89;0.0;62464.89;62464.89;0.0;Município
07208420200002-001478;AUTORIZADO;2020-08-25;2020-12-31;MUNICIPIO DE ITAGUATINS;ITAGUATINS;TO;01395458000150;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;53506.95;0.0;53506.95;53506.95;0.0;Município
07208420200002-001403;AUTORIZADO;2020-08-27;2020-12-31;MUNICIPIO DE PIUM;PIUM;TO;01189497000109;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Cultura de Pium;0.0;63726.65;0.0;63726.65;63726.65;0.0;Município
07208420200002-005234;AUTORIZADO;2020-10-13;2020-12-31;MUNICIPIO DE ITAPORA DO TOCANTINS;ITAPORÃ DO TOCANTINS;TO;02739753000149;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;33883.79;0.0;33883.79;33883.79;0.0;Município
07208420200002-001850;AUTORIZADO;2020-10-01;2020-12-31;MUNICIPIO DE COLINAS DO TOCANTINS;COLINAS DO TOCANTINS;TO;01795483000120;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;255200.0;0.0;255200.0;255200.0;0.0;Município
07208420200002-001444;AUTORIZADO;2020-08-25;2020-12-31;MUNICIPIO DE SAO MIGUEL DO TOCANTINS;SÃO MIGUEL DO TOCANTINS;TO;25064007000106;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;96008.81;0.0;96008.81;96008.81;0.0;Município
07208420200002-001432;AUTORIZADO;2020-08-25;2020-12-31;MUNICIPIO DE SAO SEBASTIAO DO TOCANTINS;SÃO SEBASTIÃO DO TOCANTINS;TO;00766733000131;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;47460.78;0.0;47460.78;47460.78;0.0;Município
07208420200002-001674;AUTORIZADO;2020-08-27;2020-12-31;MUNICIPIO DE RECURSOLANDIA;RECURSOLÂNDIA;TO;37421146000110;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Educação e Cultura;0.0;44537.6;0.0;44537.6;44537.6;0.0;Município
07208420200002-004184;AUTORIZADO;2020-09-28;2020-12-31;MUNICIPIO DE DUERE;DUERÉ;TO;01351667000100;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO MUNICIPAL DE MANUTENCAO E DESENVOLVIMENTO DO ENSINO FUNDAMENTAL E DE VALORIZACAO DO MAGISTERIO;0.0;46781.36;0.0;46781.36;46781.36;0.0;Município
07208420200002-001808;AUTORIZADO;2020-08-27;2020-12-31;MUNICIPIO DE PORTO NACIONAL;PORTO NACIONAL;TO;00299198000156;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;SECRETARIA MUNICIPAL DA CULTURA E DO TURISMO;0.0;376085.5;0.0;376085.5;376085.5;0.0;Município
07208420200002-001954;AUTORIZADO;2020-08-27;2020-12-31;MUNICIPIO DE FILADELFIA;FILADÉLFIA;TO;00766709000100;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;SECRETARIA MUNICIPAL DE EDUCACAO ESPORTE E LAZER;0.0;70589.27;0.0;70589.27;70589.27;0.0;Município
07208420200002-001786;AUTORIZADO;2020-08-28;2020-12-31;MUNICIPIO DE CARIRI DO TOCANTINS;CARIRI DO TOCANTINS;TO;37344397000149;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Finanças e Orçamento;0.0;45045.73;0.0;45045.73;45045.73;0.0;Município
07208420200002-001936;AUTORIZADO;2020-09-20;2020-12-31;MUNICIPIO DE GURUPI;GURUPI;TO;01803618000152;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO MUNICIPAL DE APOIO A CULTURA;0.0;588157.63;0.0;588157.63;588157.63;0.0;Município
07208420200002-001473;AUTORIZADO;2020-08-25;2020-12-31;MUNICIPIO DE SITIO NOVO DO TOCANTINS;SÍTIO NOVO DO TOCANTINS;TO;00766717000149;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;71576.98;0.0;71576.98;71576.98;0.0;Município
07208420200002-001958;AUTORIZADO;2020-08-27;2020-12-31;MUNICIPIO DE NOVA ROSALANDIA;NOVA ROSALÂNDIA;TO;24851495000120;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Educação, Cultura, Desporto e Lazer;0.0;44349.19;0.0;44349.19;44349.19;0.0;Município
07208420200002-001076;AUTORIZADO;2020-08-19;2020-12-31;MUNICIPIO DE LAJEADO;LAJEADO;TO;37420650000104;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Educação e Cultura;0.0;37920.49;0.0;37920.49;37920.49;7.275957614183426e-12;Município
07208420200002-003132;AUTORIZADO;2020-09-11;2020-12-31;MUNICIPIO DE TAGUATINGA;TAGUATINGA;TO;02306900000197;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;128626.4;0.0;128626.4;128626.4;0.0;Município
07208420200002-005013;AUTORIZADO;2020-10-08;2020-12-31;MUNICIPIO DE TALISMA;TALISMÃ;TO;01612820000105;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;35973.61;0.0;35973.61;35973.61;0.0;Município
07208420200002-001856;AUTORIZADO;2020-07-27;2020-12-31;MUNICIPIO DE JUARINA;JUARINA;TO;37426509000100;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;32548.01;0.0;32548.01;32548.01;0.0;Município
07208420200002-002419;AUTORIZADO;2020-09-02;2020-12-31;MUNICIPIO DE GUARAI;GUARAÍ;TO;02070548000133;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;SECRETARIA MUNICIPAL DE EDUCAÇÃO E CULTURA;0.0;194733.64;0.0;194733.64;194733.64;0.0;Município
07208420200002-003780;AUTORIZADO;2020-09-21;2020-12-31;MUNICIPIO DE LAGOA DA CONFUSAO;LAGOA DA CONFUSÃO;TO;26753137000100;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;102962.77;0.0;102962.77;102962.77;0.0;Município
07208420200002-002029;AUTORIZADO;2020-08-31;2020-12-31;MUNICIPIO DE TOCANTINIA;TOCANTÍNIA;TO;02070712000102;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;63103.7;0.0;63103.7;63103.7;0.0;Município
07208420200002-001922;AUTORIZADO;2020-08-31;2020-12-31;MUNICIPIO DE TOCANTINOPOLIS;TOCANTINÓPOLIS;TO;01224716000135;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;169500.0;0.0;169500.0;169500.0;0.0;Município
07208420200002-002640;AUTORIZADO;2020-09-04;2020-12-31;MUNICIPIO DE BANDEIRANTES DO TOCANTINS;BANDEIRANTES DO TOCANTINS;TO;01612819000172;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Educação e Cultura;0.0;40312.7;0.0;40312.7;40312.7;0.0;Município
07208420200002-002643;AUTORIZADO;2020-09-04;2020-12-31;MUNICIPIO DE SAO VALERIO DA NATIVIDADE;SÃO VALÉRIO;TO;25043449000168;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Cultura;0.0;42636.39;0.0;42636.39;42636.39;0.0;Município
07208420200002-002895;AUTORIZADO;2020-09-09;2020-12-31;MUNICIPIO DE MARIANOPOLIS DO TOCANTINS;MARIANÓPOLIS DO TOCANTINS;TO;24851479000138;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Juventude, Esporte, Cultura e Lazer;0.0;49573.23;0.0;49573.23;49573.23;0.0;Município
07208420200002-002893;AUTORIZADO;2020-09-09;2020-12-31;MUNICIPIO DE DOIS IRMAOS DO TOCANTINS;DOIS IRMÃOS DO TOCANTINS;TO;02070563000181;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Educação, Cultura, Esporte e Turismo;0.0;61123.2;0.0;61123.2;61123.2;0.0;Município
