codigo_plano;situacao;data_inicio;data_fim;ente_recebedor;municipio;uf;cnpj_recebedor;fundo_repassador;orgao_repassador;sigla_orgao;fundo_recebedor;valor_emenda;valor_especifico;valor_voluntario;valor_total_repasse;valor_total_plano;saldo_disponivel;natureza_juridica
07208420200002-002889;AUTORIZADO;2020-09-09;2020-12-31;MUNICIPIO DE BARRA DO OURO;BARRA DO OURO;TO;01612818000128;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Juventude, Esporte, Turismo e Cultura;0.0;46238.98;0.0;46238.98;46238.98;0.0;Município
07208420200002-004495;AUTORIZADO;2020-10-01;2020-12-31;MUNICIPIO DE LAVANDEIRA;LAVANDEIRA;TO;01618402000117;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;31006.49;0.0;31006.49;31006.49;0.0;Município
07208420200002-005010;AUTORIZADO;2020-10-08;2020-12-31;MUNICIPIO DE TUPIRAMA;TUPIRAMA;TO;01613619000134;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;30823.79;0.0;30823.79;30823.79;0.0;Município
07208420200002-005055;AUTORIZADO;2020-09-28;2020-12-31;MUNICIPIO DE DARCINOPOLIS;DARCINÓPOLIS;TO;25064072000123;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;SECRETARIA MUNICIPAL DE EDUCACAO E CULTURA;0.0;54837.23;0.0;54837.23;54837.23;0.0;Município
07208420200002-002892;AUTORIZADO;2020-09-09;2020-12-31;MUNICIPIO DE SAO FELIX DO TOCANTINS;SÃO FÉLIX DO TOCANTINS;TO;26753145000157;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Educação e Cultura;0.0;29076.74;0.0;29076.74;29076.74;0.0;Município
07208420200002-003257;AUTORIZADO;2020-09-14;2020-12-31;MUNICIPIO DE PINDORAMA DO TOCANTINS;PINDORAMA DO TOCANTINS;TO;02155331000126;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de  Desenvolvimento Econômico, Cultura e Turismo;0.0;45416.84;0.0;45416.84;45416.84;0.0;Município
07208420200002-000461;AUTORIZADO;2020-08-10;2020-12-31;MUNICIPIO DE BARROLANDIA;BARROLÂNDIA;TO;24851453000190;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;52182.39;0.0;52182.39;52182.39;0.0;Município
07208420200002-003998;AUTORIZADO;2020-09-23;2020-12-31;MUNICIPIO DE ARAGUAINA;ARAGUAÍNA;TO;01830793000139;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;SECRETARIA MUNICIPAL DA EDUCACAO;0.0;1241596.43;0.0;1241596.43;1241596.43;2.3283064365386963e-10;Município
07208420200002-001512;AUTORIZADO;2020-09-23;2020-12-31;MUNICIPIO DE MONTE DO CARMO;MONTE DO CARMO;TO;01067891000166;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Cultura;0.0;65399.49;0.0;65399.49;65399.49;0.0;Município
07208420200002-003966;AUTORIZADO;2020-09-23;2020-12-31;MUNICIPIO DE ALIANCA DO TOCANTINS;ALIANÇA DO TOCANTINS;TO;25042219000184;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Educação e Cultura;0.0;50800.73;0.0;50800.73;50800.73;0.0;Município
07208420200002-003706;AUTORIZADO;2020-09-18;2020-12-31;MUNICIPIO DE XAMBIOA;XAMBIOÁ;TO;02087211000139;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;92000.0;0.0;92000.0;92000.0;0.0;Município
07208420200002-004057;AUTORIZADO;2020-09-24;2020-12-31;MUNICIPIO DE LIZARDA;LIZARDA;TO;02070571000128;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Educação e Cultura;0.0;41380.34;0.0;41380.34;41380.34;0.0;Município
07208420200002-002390;AUTORIZADO;2020-09-02;2020-12-31;MUNICIPIO DE AXIXA DO TOCANTINS;AXIXÁ DO TOCANTINS;TO;00766725000195;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;75727.66;0.0;75727.66;75727.66;0.0;Município
07208420200002-000072;AUTORIZADO;2020-08-25;2020-12-31;MUNICIPIO DE LUZINOPOLIS;LUZINÓPOLIS;TO;01631059000140;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;37772.04;0.0;37772.04;37772.04;0.0;Município
07208420200002-000731;AUTORIZADO;2020-09-01;2021-12-31;MUNICIPIO DE NOVO ACORDO;NOVO ACORDO;TO;01067933000169;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;44817.36;0.0;44817.36;44817.36;0.0;Município
07208420200002-003765;AUTORIZADO;2020-09-21;2020-12-31;MUNICIPIO DE MATEIROS;MATEIROS;TO;26753129000164;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;35351.29;0.0;35351.29;35351.29;0.0;Município
07208420200002-004255;AUTORIZADO;2020-09-23;2020-12-31;MUNICIPIO DE SANTA ROSA DO TOCANTINS;SANTA ROSA DO TOCANTINS;TO;24851503000139;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, TURISMO E DESPORTO;0.0;47597.8;0.0;47597.8;47597.8;0.0;Município
07208420200002-004312;AUTORIZADO;2020-09-29;2020-12-31;MUNICIPIO DE PEIXE;PEIXE;TO;02396166000102;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretária Municipal de Cultura e Turismo;0.0;93782.17;0.0;93782.17;93782.17;0.0;Município
07208420200002-005132;AUTORIZADO;2020-10-12;2020-12-31;MUNICIPIO DE TABOCAO;FORTALEZA DO TABOCÃO;TO;37421112000126;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;34808.9;0.0;34808.9;34808.9;0.0;Município
07208420200002-001470;AUTORIZADO;2020-08-25;2020-12-31;MUNICIPIO DE MAURILANDIA DO TOCANTINS;MAURILÂNDIA DO TOCANTINS;TO;25064015000144;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;39587.61;0.0;39587.61;39587.61;0.0;Município
07208420200002-001343;AUTORIZADO;2020-08-24;2020-12-31;MUNICIPIO DE CARRASCO BONITO;CARRASCO BONITO;TO;25064023000190;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;43406.8;0.0;43406.8;43406.8;0.0;Município
07208420200002-001639;AUTORIZADO;2020-08-26;2020-12-31;MUNICIPIO DE MIRACEMA DO TOCANTINS;MIRACEMA DO TOCANTINS;TO;02070357000171;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;144238.73;0.0;144238.73;144238.73;0.0;Município
07208420200002-001638;EM_ELABORACAO;2020-08-26;2020-12-31;MUNICIPIO DE MIRACEMA DO TOCANTINS;MIRACEMA DO TOCANTINS;TO;02070357000171;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;144238.73;0.0;144238.73;144238.73;0.0;Município
07208420200002-005391;AUTORIZADO;2020-10-14;2020-12-31;MUNICIPIO DE SAO SALVADOR DO TOCANTINS;SÃO SALVADOR DO TOCANTINS;TO;37344371000109;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;SEC. MUN. DE TURISMO, CULTURA E MEIO AMBIENTE;0.0;37623.6;0.0;37623.6;37623.6;0.0;Município
07208420200002-002715;AUTORIZADO;2020-09-07;2020-12-31;MUNICIPIO DE NAZARE;NAZARÉ;TO;00766691000139;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;42282.08;0.0;42282.08;42282.08;0.0;Município
07208420200002-001510;EM_ELABORACAO;2020-08-04;2020-12-31;MUNICIPIO DE MONTE DO CARMO;MONTE DO CARMO;TO;01067891000166;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;0.0;0.0;0.0;0.0;0.0;Município
07208420200002-005538;AUTORIZADO;2020-10-15;2020-12-31;MUNICIPIO DE APARECIDA DO RIO NEGRO;APARECIDA DO RIO NEGRO;TO;25086638000118;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Educação e Cultura;0.0;47403.68;0.0;47403.68;47403.68;0.0;Município
07208420200002-000477;AUTORIZADO;2020-08-10;2020-12-31;MUNICIPIO DE MONTE SANTO DO TOCANTINS;MONTE SANTO DO TOCANTINS;TO;01613093000192;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;33039.01;0.0;33039.01;33039.01;0.0;Município
07208420200002-005796;AUTORIZADO;2020-10-17;2020-12-31;MUNICIPIO DE JAU DO TOCANTINS;JAÚ DO TOCANTINS;TO;37344413000101;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;SECRETARIA MUNICIPAL DE EDUCAÇÃO, CULTURA E DESPORTO;0.0;42002.66;0.0;42002.66;42002.66;0.0;Município
07208420200002-005213;AUTORIZADO;2020-10-13;2020-12-31;MUNICIPIO DE NATIVIDADE;NATIVIDADE;TO;01809474000141;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;72804.48;0.0;72804.48;72804.48;0.0;Município
07208420200002-001847;AUTORIZADO;2020-08-28;2020-12-31;MUNICIPIO DE ABREULANDIA;ABREULÂNDIA;TO;37425451000180;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;34751.81;0.0;34751.81;34751.81;0.0;Município
07208420200002-005136;AUTORIZADO;2020-10-12;2020-12-31;MUNICIPIO DE NOVA OLINDA;NOVA OLINDA;TO;00001602000163;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;94181.82;0.0;94181.82;94181.82;0.0;Município
07208420200002-004337;AUTORIZADO;2020-09-29;2020-12-31;MUNICIPIO DE AGUIARNOPOLIS;AGUIARNÓPOLIS;TO;01634074000142;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;58468.36;0.0;58468.36;58468.36;0.0;Município
07208420200002-005114;AUTORIZADO;2020-10-09;2020-12-31;MUNICIPIO DE NOVO ALEGRE;NOVO ALEGRE;TO;33266248000158;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;33341.61;0.0;33341.61;33341.61;0.0;Município
07208420200002-005566;AUTORIZADO;2020-10-15;2020-12-30;MUNICIPIO DE NOVO JARDIM;NOVO JARDIM;TO;33265943000103;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;35568.24;0.0;35568.24;35568.24;0.0;Município
07208420200002-003703;AUTORIZADO;2020-09-18;2020-12-31;MUNICIPIO DE ALMAS;ALMAS;TO;01138551000189;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;60306.76;0.0;60306.76;60306.76;0.0;Município
07208420200002-002024;AUTORIZADO;2020-08-10;2020-12-31;MUNICIPIO DE ANANAS;ANANÁS;TO;00237362000109;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;74545.83;0.0;74545.83;74545.83;0.0;Município
07208420210001-006238;AUTORIZADO;2021-07-30;2021-12-31;MUNICIPIO DE WANDERLANDIA;WANDERLÂNDIA;TO;00001636000158;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Cultura e Turismo  - Wanderlândia - TO;0.0;93405.35;0.0;93405.35;93405.35;0.0;Município
07208420210001-006239;ENVIADO_ANALISE_CONSELHO;2021-07-30;2021-12-31;MUNICIPIO DE WANDERLANDIA;WANDERLÂNDIA;TO;00001636000158;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Secretaria Municipal de Cultura e Turismo  - Wanderlândia - TO;0.0;0.0;0.0;0.0;0.0;0.0;Município
07208420200002-005090;AUTORIZADO;2020-10-09;2020-12-31;MUNICIPIO DE ARAGOMINAS;ARAGOMINAS;TO;25063884000154;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;52901.77;0.0;52901.77;52901.77;0.0;Município
07208420200002-003704;AUTORIZADO;2020-09-18;2020-12-31;MUNICIPIO DE ARAGUACEMA;ARAGUACEMA;TO;02070621000177;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;60483.75;0.0;60483.75;60483.75;0.0;Município
07208420210001-006545;AUTORIZADO;2021-08-20;2021-12-31;MUNICIPIO DE ARAGUANA;ARAGUANÃ;TO;25063892000109;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;52736.19;0.0;52736.19;52736.19;0.0;Município
07208420200002-001250;EM_ELABORACAO;2020-08-21;2020-12-31;MUNICIPIO DE ARAGUATINS;ARAGUATINS;TO;01237403000111;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;257577.84;0.0;257577.84;257577.84;0.0;Município
07208420200002-001650;AUTORIZADO;2020-08-26;2020-12-31;MUNICIPIO DE ARAGUATINS;ARAGUATINS;TO;01237403000111;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;257577.0;0.0;257577.0;257577.0;0.0;Município
07208420210001-006486;AUTORIZADO;2021-07-22;2021-12-31;MUNICIPIO DE PALMEIRANTE;PALMEIRANTE;TO;25064049000139;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;54431.87;0.0;54431.87;54431.87;0.0;Município
07208420200002-001586;AUTORIZADO;2020-08-26;2020-12-31;MUNICIPIO DE PALMEIRAS DO TOCANTINS;PALMEIRAS DO TOCANTINS;TO;25064056000130;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;58040.16;0.0;58040.16;58040.16;0.0;Município
07208420210001-006429;AUTORIZADO;2021-08-02;2021-12-31;MUNICIPIO DE FIGUEIROPOLIS;FIGUEIRÓPOLIS;TO;00003848000174;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;SECRETARIA MUNICIPAL DE EDUCACAO;0.0;50075.65;0.0;50075.65;50075.65;0.0;Município
07208420210001-006541;AUTORIZADO;2021-08-02;2021-12-31;MUNICIPIO DE PARAISO DO TOCANTINS;PARAÍSO DO TOCANTINS;TO;00299180000154;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;SECRETARIA MUNICIPAL DE MEIO AMBIENTE, CULTURA E TURISMO;0.0;0.0;0.0;0.0;366048.5;0.0;Município
07208420210001-006632;AUTORIZADO;2021-08-05;2021-12-31;MUNICIPIO DE MURICILANDIA;MURICILÂNDIA;TO;25063876000108;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO MUNICIPAL DE CULTURA-FMC;0.0;40301.28;0.0;40301.28;40301.28;0.0;Município
07208420200002-002012;AUTORIZADO;2020-08-31;2020-12-31;MUNICIPIO DE ARRAIAS;ARRAIAS;TO;01125780000169;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;87032.85;0.0;87032.85;87032.85;0.0;Município
07208420200002-005005;AUTORIZADO;2020-10-08;2020-12-31;MUNICIPIO DE PARANA;PARANÃ;TO;01126556000191;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;86000.0;0.0;86000.0;86000.0;0.0;Município
07208420200002-000378;AUTORIZADO;2020-08-10;2020-12-31;MUNICIPIO DE BABACULANDIA;BABAÇULÂNDIA;TO;02401248000190;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;87586.64;0.0;87586.64;87586.64;0.0;Município
07208420200002-005008;AUTORIZADO;2020-10-08;2020-12-31;MUNICIPIO DE BOM JESUS DO TOCANTINS;BOM JESUS DO TOCANTINS;TO;37420775000126;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;47968.91;0.0;47968.91;47968.91;0.0;Município
07208420200002-000637;EM_COMPLEMENTACAO;2020-09-01;2020-12-31;MUNICIPIO DE PAU D'ARCO;PAU D'ARCO;TO;25063991000182;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;39542.31;0.0;39542.31;39542.31;0.0;Município
07208420200002-000935;EM_ELABORACAO;2020-09-01;2020-12-31;MUNICIPIO DE PAU D'ARCO;PAU D'ARCO;TO;25063991000182;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;47711.57;0.0;47711.57;47711.57;0.0;Município
07208420200002-003708;AUTORIZADO;2020-09-18;2020-12-31;MUNICIPIO DE PEDRO AFONSO;PEDRO AFONSO;TO;02070589000120;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;104000.0;0.0;104000.0;104000.0;0.0;Município
07208420200002-002192;AUTORIZADO;2020-09-01;2020-12-31;MUNICIPIO DE PEQUIZEIRO;PEQUIZEIRO;TO;25086604000123;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;51297.44;0.0;51297.44;51297.44;0.0;Município
07208420200002-001582;AUTORIZADO;2020-09-01;2020-12-31;MUNICIPIO DE CASEARA;CASEARA;TO;24851487000184;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;50680.38;0.0;50680.38;50680.38;0.0;Município
07208420200002-002212;AUTORIZADO;2020-09-01;2020-12-31;MUNICIPIO DE CHAPADA DA NATIVIDADE;CHAPADA DA NATIVIDADE;TO;01613086000190;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;39056.36;0.0;39056.36;39056.36;0.0;Município
07208420200002-005009;AUTORIZADO;2020-10-08;2020-12-31;MUNICIPIO DE PONTE ALTA DO BOM JESUS;PONTE ALTA DO BOM JESUS;TO;01067966000109;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;46267.53;0.0;46267.53;46267.53;0.0;Município
07208420200002-000138;AUTORIZADO;2020-08-01;2020-12-31;MUNICIPIO DE CRISTALANDIA;CRISTALÂNDIA;TO;01067156000152;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO MUNICIPAL DE EDUCACAO - FME;0.0;61642.75;0.0;61642.75;61642.75;0.0;Município
07208420200002-004300;AUTORIZADO;2020-09-01;2020-12-31;MUNICIPIO DE SILVANOPOLIS;SILVANÓPOLIS;TO;00114819000180;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;0.0;50874.95;0.0;50874.95;50874.95;0.0;Município
07208420200002-003369;EM_ELABORACAO;2020-09-01;2020-12-31;MUNICIPIO DE SILVANOPOLIS;SILVANÓPOLIS;TO;00114819000180;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;0.0;0.0;0.0;0.0;0.0;0.0;Município
07208420200002-005011;AUTORIZADO;2020-10-08;2020-12-31;MUNICIPIO DE PORTO ALEGRE DO TOCANTINS;PORTO ALEGRE DO TOCANTINS;TO;33254558000152;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;37949.03;0.0;37949.03;37949.03;0.0;Município
07208420200002-002702;AUTORIZADO;2020-09-09;2020-12-31;MUNICIPIO DE MIRANORTE;MIRANORTE;TO;02070720000159;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO MUNICIPAL DA EDUCACAO - FME;0.0;103402.39;0.0;103402.39;103402.39;0.0;Município
07208420200002-000485;AUTORIZADO;2020-08-10;2020-12-31;MUNICIPIO DE CONCEICAO DO TOCANTINS;CONCEIÇÃO DO TOCANTINS;TO;01067149000150;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;40000.0;0.0;40000.0;40000.0;0.0;Município
07208420200002-003065;AUTORIZADO;2020-09-10;2020-12-31;MUNICIPIO DE PRAIA NORTE;PRAIA NORTE;TO;25061789000111;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;68000.0;0.0;68000.0;68000.0;0.0;Não encontrado
07208420200002-002073;EM_ELABORACAO;2020-09-01;2020-12-31;MUNICIPIO DE PUGMIL;PUGMIL;TO;01615883000107;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;0.0;0.0;0.0;0.0;0.0;Não encontrado
07208420200002-002075;AUTORIZADO;2020-09-01;2020-12-31;MUNICIPIO DE PUGMIL;PUGMIL;TO;01615883000107;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;35374.13;0.0;35374.13;35374.13;0.0;Não encontrado
07208420200002-003161;EM_ELABORACAO;2020-09-12;2020-12-31;MUNICIPIO DE GOIANORTE;GOIANORTE;TO;25086612000170;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;49276.34;0.0;49276.34;49276.34;0.0;Não encontrado
07208420200002-003162;AUTORIZADO;2020-09-12;2020-12-31;MUNICIPIO DE GOIANORTE;GOIANORTE;TO;25086612000170;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;49276.34;0.0;49276.34;49276.34;0.0;Não encontrado
07208420200002-000163;AUTORIZADO;2020-08-10;2020-12-31;MUNICIPIO DE CRIXAS DO TOCANTINS;CRIXÁS DO TOCANTINS;TO;01612821000141;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;29858.77;0.0;29858.77;29858.77;0.0;Não encontrado
07208420200002-001691;EM_ELABORACAO;2020-08-12;2020-12-31;MUNICIPIO DE CRIXAS DO TOCANTINS;CRIXÁS DO TOCANTINS;TO;01612821000141;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;29858.77;0.0;29858.77;29858.77;0.0;Não encontrado
07208420200002-002880;AUTORIZADO;2020-09-09;2020-12-31;MUNICIPIO DE RIACHINHO;RIACHINHO;TO;25063926000157;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;46547.28;0.0;46547.28;46547.28;0.0;Não encontrado
07208420200002-000535;AUTORIZADO;2020-08-01;2020-12-31;MUNICIPIO DE BURITI DO TOCANTINS;BURITI DO TOCANTINS;TO;25061722000187;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;91492.73;0.0;91492.73;91492.73;1.4551915228366852e-11;Não encontrado
07208420200002-000503;AUTORIZADO;2020-09-01;2020-12-31;MUNICIPIO DE RIO DA CONCEICAO;RIO DA CONCEIÇÃO;TO;33262536000134;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;32188.32;0.0;32188.32;32188.32;0.0;Não encontrado
07208420200002-003319;AUTORIZADO;2020-09-28;2020-12-31;MUNICIPIO DE PALMEIROPOLIS;PALMEIRÓPOLIS;TO;00007401000173;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO MUNICIPAL DE EDUCACAO;0.0;63755.2;0.0;63755.2;63755.2;0.0;Não encontrado
07208420210001-005965;EM_ELABORACAO;2021-07-27;2021-12-31;MUNICIPIO DE RIO DOS BOIS;RIO DOS BOIS;TO;37420932000101;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;0.0;0.0;0.0;36207.69;0.0;Não encontrado
07208420200002-003818;AUTORIZADO;2020-09-21;2020-12-31;MUNICIPIO DE COMBINADO;COMBINADO;TO;33255043000177;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;47729.11;0.0;47729.11;47729.11;0.0;Não encontrado
07208420210001-006008;AUTORIZADO;2021-07-28;2021-12-31;MUNICIPIO DE RIO DOS BOIS;RIO DOS BOIS;TO;37420932000101;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;0.0;0.0;0.0;36207.69;0.0;Não encontrado
07208420200002-003251;AUTORIZADO;2020-09-14;2020-12-31;MUNICIPIO DE RIO SONO;RIO SONO;TO;00000729000168;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;57012.48;0.0;57012.48;57012.48;7.275957614183426e-12;Não encontrado
07208420200002-002482;AUTORIZADO;2020-09-03;2020-12-31;MUNICIPIO DE PONTE ALTA DO TOCANTINS;PONTE ALTA DO TOCANTINS;TO;01067974000155;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO MUNICIPAL DE EDUCACAO - FME;0.0;65924.74;0.0;65924.74;65924.74;0.0;Município
07208420200002-002483;EM_ELABORACAO;2020-09-03;2020-12-31;MUNICIPIO DE PONTE ALTA DO TOCANTINS;PONTE ALTA DO TOCANTINS;TO;01067974000155;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO MUNICIPAL DE EDUCACAO - FME;0.0;0.0;0.0;0.0;0.0;0.0;Município
07208420200002-003085;EM_ELABORACAO;2020-09-25;2020-12-31;MUNICIPIO DE PONTE ALTA DO TOCANTINS;PONTE ALTA DO TOCANTINS;TO;01067974000155;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;FUNDO MUNICIPAL DE EDUCACAO - FME;0.0;0.0;0.0;0.0;0.0;0.0;Município
07208420200002-005667;REJEITADO;2020-10-16;2020-12-31;MUNICIPIO DE ESPERANTINA;ESPERANTINA;TO;25064080000170;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;89483.05;0.0;89483.05;89483.05;0.0;Município
07208420200002-003394;AUTORIZADO;2020-09-16;2020-12-31;MUNICIPIO DE DIANOPOLIS;DIANÓPOLIS;TO;01138957000161;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;166453.73;0.0;166453.73;166453.73;2.9103830456733704e-11;Município
07208420210001-005964;AUTORIZADO;2021-08-02;2021-12-31;MUNICIPIO DE FORMOSO DO ARAGUAIA;FORMOSO DO ARAGUAIA;TO;02075216000141;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;145334.92;0.0;145334.92;145334.92;2.9103830456733704e-11;Município
07208420210001-006107;EM_ELABORACAO;2021-09-01;2021-12-31;MUNICIPIO DE DIVINOPOLIS DO TOCANTINS;DIVINÓPOLIS DO TOCANTINS;TO;24851461000136;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;0.0;0.0;0.0;0.0;0.0;Município
07208420200002-001981;EM_ELABORACAO;2020-08-31;2020-12-31;MUNICIPIO DE FATIMA;FÁTIMA;TO;00114801000188;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;30000.0;0.0;30000.0;30000.0;0.0;Município
07208420200002-002018;AUTORIZADO;2020-08-31;2020-12-31;MUNICIPIO DE FATIMA;FÁTIMA;TO;00114801000188;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;41922.0;0.0;41922.0;41922.0;0.0;Município
07208420210001-006109;EM_ELABORACAO;2021-09-01;2021-12-31;MUNICIPIO DE DIVINOPOLIS DO TOCANTINS;DIVINÓPOLIS DO TOCANTINS;TO;24851461000136;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;0.0;0.0;0.0;59421.82;0.0;Município
